"ID","Title","Attachments","Created By","Created On","Estimate","Forecast","Priority","References","Section","Section Depth","Section Description","Suite","Suite ID","Type","Updated By","Updated On","is_converted"
"C298","Validate the maximum monthly salary limit.","","Yhomarys Pinzon","8/30/2026 7:39 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 7:40 PM","1"
"C299","Validate restriction above monthly salary maximum limit.","","Yhomarys Pinzon","8/30/2026 7:41 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 7:42 PM","1"
"C300","Validate salary currency selection.","","Yhomarys Pinzon","8/30/2026 7:46 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 7:48 PM","1"
"C301","Validate the visibility of the ""Job experience"" field.","","Yhomarys Pinzon","8/30/2026 9:32 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 9:33 PM","1"
"C302","Validate opening and closing the ""Job experience"" menu.","","Yhomarys Pinzon","8/30/2026 9:33 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 9:35 PM","1"
"C303","Validate scrolling and hover effects in Job experience list.","","Yhomarys Pinzon","8/30/2026 9:35 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 9:36 PM","1"
"C304","Validate selecting an option from ""Job experience"".","","Yhomarys Pinzon","8/30/2026 9:37 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 9:38 PM","1"
"C305","Validate changing a previously selected experience option.","","Yhomarys Pinzon","8/30/2026 9:39 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 9:40 PM","1"
"C306","Validate the empty ""Job experience"" field.","","Yhomarys Pinzon","8/30/2026 9:40 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:25 PM","1"
"C307","Validate the visibility of the ""English level"" field.","","Yhomarys Pinzon","8/30/2026 9:45 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 9:46 PM","1"
"C308","Validate opening and closing the ""English level"" menu.","","Yhomarys Pinzon","8/30/2026 9:47 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 9:48 PM","1"
"C309","Validate scrolling and hover effects in English level list.","","Yhomarys Pinzon","8/30/2026 10:01 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:02 PM","1"
"C310","Validate selecting an option from ""English level"".","","Yhomarys Pinzon","8/30/2026 10:03 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:04 PM","1"
"C311","Validate changing a previously selected English level option.","","Yhomarys Pinzon","8/30/2026 10:04 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:05 PM","1"
"C312","Validate the empty ""English level"" field.","","Yhomarys Pinzon","8/30/2026 10:06 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:07 PM","1"
"C313","Validate the visibility of the ""Your location"" field.","","Yhomarys Pinzon","8/30/2026 10:10 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:11 PM","1"
"C314","Validate opening and closing the location suggestion list.","","Yhomarys Pinzon","8/30/2026 10:11 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:13 PM","1"
"C315","Validate case-insensitivity in location search typing.","","Yhomarys Pinzon","8/30/2026 10:13 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:16 PM","1"
"C316","Validate the hover effect on location suggestion items.","","Yhomarys Pinzon","8/30/2026 10:16 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:17 PM","1"
"C317","Validate selecting an option from the location list.","","Yhomarys Pinzon","8/30/2026 10:17 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:19 PM","1"
"C318","Validate the ""Your location"" field when empty.","","Yhomarys Pinzon","8/30/2026 10:19 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:21 PM","1"
"C319","Validate the visibility of the ""Employment options"" section.","","Yhomarys Pinzon","8/30/2026 10:37 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:38 PM","1"
"C320","Validate selecting a single checkbox option.","","Yhomarys Pinzon","8/30/2026 10:39 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:40 PM","1"
"C321","Validate unselecting a checkbox option.","","Yhomarys Pinzon","8/30/2026 10:41 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:42 PM","1"
"C322","Validate selecting multiple checkbox options simultaneously.","","Yhomarys Pinzon","8/30/2026 10:42 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:43 PM","1"
"C323","Validate field display when ""Office"" is selected.","","Yhomarys Pinzon","8/30/2026 10:45 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:47 PM","1"
"C324","Validate typing interaction for valid office locations.","","Yhomarys Pinzon","8/30/2026 10:50 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:51 PM","1"
"C326","Validate selecting multiple options from the office location dropdown.","","Yhomarys Pinzon","8/30/2026 10:55 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:57 PM","1"
"C325","Validate typing interaction for invalid office locations.","","Yhomarys Pinzon","8/30/2026 10:52 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:53 PM","1"
"C327","Validate removal of a selected office location tag.","","Yhomarys Pinzon","8/30/2026 10:57 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 10:58 PM","1"
"C328","Validate the visibility of the ""SAVE AND CONTINUE"" button.","","Yhomarys Pinzon","8/30/2026 11:04 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 11:05 PM","1"
"C329","Validate the hover effect for the ""SAVE AND CONTINUE"" button.","","Yhomarys Pinzon","8/30/2026 11:05 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 11:06 PM","1"
"C330","Validate the redirection of the ""SAVE AND CONTINUE"" button.","","Yhomarys Pinzon","8/30/2026 11:06 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 11:08 PM","1"
"C331","Check Upload from linkedin button visibility and hover state.","","Yhomarys Pinzon","8/31/2026 12:52 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 1:24 PM","1"
"C332","Validate the expansion action of the ""Upload from LinkedIn"" button.","","Yhomarys Pinzon","8/31/2026 1:11 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:26 PM","1"
"C333","Validate the visibility and placeholder of the ""Link to my LinkedIn profile"" field.","","Yhomarys Pinzon","8/31/2026 1:13 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 1:33 PM","1"
"C334","Validate a valid ""Link to my LinkedIn profile"" URL format.","","Yhomarys Pinzon","8/31/2026 1:39 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 2:19 PM","1"
"C335","Validate ""Link to my LinkedIn profile"" URL variations.","","Yhomarys Pinzon","8/31/2026 1:51 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 2:20 PM","1"
"C336","Validate an invalid URL structure in ""Link to my LinkedIn profile"" field.","","Yhomarys Pinzon","8/31/2026 1:57 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 2:21 PM","1"
"C337","Validate leading and trailing spaces in ""Link to my LinkedIn profile"" field.","","Yhomarys Pinzon","8/31/2026 2:21 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 2:31 PM","1"
"C338","Validate the visibility and text layout of the permission checkbox.","","Yhomarys Pinzon","8/31/2026 2:40 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 2:42 PM","1"
"C339","Check the default state of the permission checkbox.","","Yhomarys Pinzon","8/31/2026 2:42 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 2:46 PM","1"
"C340","Validate screen behavior when permission checkbox is unchecked.","","Yhomarys Pinzon","8/31/2026 2:48 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:00 PM","1"
"C341","Validate the visibility of the Import Experience button.","","Yhomarys Pinzon","8/31/2026 3:03 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:04 PM","1"
"C342","Validate the hover effect of the Import Experience button.","","Yhomarys Pinzon","8/31/2026 3:04 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:06 PM","1"
"C343","Validate the redirection of the Import Experience button.","","Yhomarys Pinzon","8/31/2026 3:07 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:08 PM","1"
"C344","Validate the visibility of the Cancel button.","","Yhomarys Pinzon","8/31/2026 3:09 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:10 PM","1"
"C345","Validate the hover effect of the Cancel button.","","Yhomarys Pinzon","8/31/2026 3:10 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:11 PM","1"
"C346","Validate the cancellation action of the Cancel button.","","Yhomarys Pinzon","8/31/2026 3:12 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:18 PM","1"
"C347","Validate the visibility of the Add Manually button.","","Yhomarys Pinzon","8/31/2026 3:20 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:20 PM","1"
"C348","Validate the hover effect of the Add Manually button.","","Yhomarys Pinzon","8/31/2026 3:21 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:22 PM","1"
"C349","Validate the expansion action of the Add Manually button.","","Yhomarys Pinzon","8/31/2026 3:22 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:24 PM","1"
"C350","Validate empty Role field.","","Yhomarys Pinzon","8/31/2026 3:32 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:48 PM","1"
"C351","Validate Role field with a valid format.","","Yhomarys Pinzon","8/31/2026 3:36 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:46 PM","1"
"C352","Validate Role field containing only numbers.","","Yhomarys Pinzon","8/31/2026 3:44 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:45 PM","1"
"C353","Validate case-insensitivity in Role field.","","Yhomarys Pinzon","8/31/2026 3:46 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:48 PM","1"
"C354","Validate Role field containing only special characters.","","Yhomarys Pinzon","8/31/2026 3:48 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:50 PM","1"
"C355","Validate leading and trailing spaces in Role field.","","Yhomarys Pinzon","8/31/2026 3:51 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:52 PM","1"
"C356","Validate spaces between words in Role field.","","Yhomarys Pinzon","8/31/2026 3:53 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 3:55 PM","1"
"C357","Validate Role field with a length less than the minimum.","","Yhomarys Pinzon","8/31/2026 3:55 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 2:19 PM","1"
"C358","Validate the minimum character limit for Role field.","","Yhomarys Pinzon","8/31/2026 3:59 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 4:09 PM","1"
"C359","Validate the maximum character limit for Role field.","","Yhomarys Pinzon","8/31/2026 4:09 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 4:12 PM","1"
"C360","Validate Role field length above maximum.","","Yhomarys Pinzon","8/31/2026 4:13 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 4:14 PM","1"
"C361","Validate empty Company name field.","","Yhomarys Pinzon","8/31/2026 5:39 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 5:48 PM","1"
"C362","Validate Company name field with a valid format.","","Yhomarys Pinzon","8/31/2026 5:49 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 5:50 PM","1"
"C363","Validate Company name field containing only numbers.","","Yhomarys Pinzon","8/31/2026 5:51 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 5:53 PM","1"
"C364","Validate case-insensitivity in Company name field.","","Yhomarys Pinzon","8/31/2026 5:53 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 5:55 PM","1"
"C365","Validate Company name field containing only special characters.","","Yhomarys Pinzon","8/31/2026 5:56 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 5:59 PM","1"
"C366","Validate leading and trailing spaces in Company name field.","","Yhomarys Pinzon","8/31/2026 5:59 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:01 PM","1"
"C367","Validate spaces between words in Company name field.","","Yhomarys Pinzon","8/31/2026 6:01 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:05 PM","1"
"C368","Validate Company name field with a length less than the minimum.","","Yhomarys Pinzon","8/31/2026 6:05 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 2:19 PM","1"
"C369","Validate the minimum character limit for Company name field.","","Yhomarys Pinzon","8/31/2026 6:08 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:11 PM","1"
"C370","Validate the maximum character limit for Company name field.","","Yhomarys Pinzon","8/31/2026 6:12 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:18 PM","1"
"C371","Validate Company name field length above maximum.","","Yhomarys Pinzon","8/31/2026 6:18 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:22 PM","1"
"C372","Validate the visibility of the Month field inside Start date section.","","Yhomarys Pinzon","8/31/2026 6:31 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:33 PM","1"
"C373","Validate the expansion and collapse behavior of the Month field.","","Yhomarys Pinzon","8/31/2026 6:33 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:38 PM","1"
"C374","Validate scrolling and hover effects in Month list.","","Yhomarys Pinzon","8/31/2026 6:35 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:46 PM","1"
"C375","Validate selecting an option from Month.","","Yhomarys Pinzon","8/31/2026 6:46 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:48 PM","1"
"C376","Validate changing a previously selected Month option.","","Yhomarys Pinzon","8/31/2026 6:49 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 6:51 PM","1"
"C377","Validate empty Month field validation.","","Yhomarys Pinzon","8/31/2026 6:51 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 2:56 PM","1"
"C378","Validate the visibility of the Year field.","","Yhomarys Pinzon","8/31/2026 7:03 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:04 PM","1"
"C379","Validate empty Year field.","","Yhomarys Pinzon","8/31/2026 7:05 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:07 PM","1"
"C380","Validate Year field with a valid format.","","Yhomarys Pinzon","8/31/2026 7:07 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:08 PM","1"
"C381","Validate invalid formats in Year field.","","Yhomarys Pinzon","8/31/2026 7:10 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:23 PM","1"
"C382","Validate leading and trailing spaces in Year field.","","Yhomarys Pinzon","8/31/2026 7:23 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:25 PM","1"
"C383","Validate spaces between numbers in Year field.","","Yhomarys Pinzon","8/31/2026 7:25 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:27 PM","1"
"C384","Validate Year field with a length less than the minimum.","","Yhomarys Pinzon","8/31/2026 7:28 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:37 PM","1"
"C385","Validate the minimum character limit for Year field.","","Yhomarys Pinzon","8/31/2026 7:31 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:36 PM","1"
"C386","Validate the maximum character limit for Year field.","","Yhomarys Pinzon","8/31/2026 7:38 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:42 PM","1"
"C387","Validate Year field length above maximum.","","Yhomarys Pinzon","8/31/2026 7:43 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/31/2026 7:47 PM","1"
"C388","Validate the visibility of the Im working here button.","","Yhomarys Pinzon","9/1/2026 1:48 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 1:49 PM","1"
"C389","Validate the hover effect of the Im working here button.","","Yhomarys Pinzon","9/1/2026 1:49 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 1:51 PM","1"
"C390","Validate the activation behavior of the Im working here button.","","Yhomarys Pinzon","9/1/2026 1:51 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 1:53 PM","1"
"C391","Validate the visibility of the End date Month field.","","Yhomarys Pinzon","9/1/2026 2:30 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 2:31 PM","1"
"C392","Validate the expansion and collapse behavior of the End date Month field.","","Yhomarys Pinzon","9/1/2026 2:32 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 2:35 PM","1"
"C393","Validate scrolling and hover effects in End date Month list.","","Yhomarys Pinzon","9/1/2026 2:35 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 2:36 PM","1"
"C394","Validate selecting an option from End date Month.","","Yhomarys Pinzon","9/1/2026 2:37 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 2:39 PM","1"
"C395","Validate changing a previously selected End date Month option.","","Yhomarys Pinzon","9/1/2026 2:40 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 2:44 PM","1"
"C396","Validate empty End date Month field validation.","","Yhomarys Pinzon","9/1/2026 2:45 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 2:51 PM","1"
"C397","Validate the visibility of the End date Year field.","","Yhomarys Pinzon","9/1/2026 3:12 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:14 PM","1"
"C398","Validate End date Year field with a valid format.","","Yhomarys Pinzon","9/1/2026 3:13 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:17 PM","1"
"C399","Validate invalid formats in End date Year field.","","Yhomarys Pinzon","9/1/2026 3:17 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:21 PM","1"
"C400","Validate leading and trailing spaces in End date Year field.","","Yhomarys Pinzon","9/1/2026 3:22 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:23 PM","1"
"C401","Validate spaces between numbers in End date Year field.","","Yhomarys Pinzon","9/1/2026 3:24 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:26 PM","1"
"C402","Validate End date Year field with a length less than the minimum.","","Yhomarys Pinzon","9/1/2026 3:26 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:30 PM","1"
"C403","Validate the minimum character limit for End date Year field.","","Yhomarys Pinzon","9/1/2026 3:45 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:46 PM","1"
"C404","Validate the maximum character limit for End date Year field.","","Yhomarys Pinzon","9/1/2026 3:47 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:48 PM","1"
"C405","Validate End date Year field length above maximum.","","Yhomarys Pinzon","9/1/2026 3:49 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:51 PM","1"
"C406","Validate empty End date Year field.","","Yhomarys Pinzon","9/1/2026 3:52 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 3:54 PM","1"
"C407","Validate the visibility of the Achievements field.","","Yhomarys Pinzon","9/1/2026 4:14 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 4:16 PM","1"
"C408","Validate Achievements field with a valid format.","","Yhomarys Pinzon","9/1/2026 4:16 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 4:18 PM","1"
"C409","Validate Achievements field containing only numbers.","","Yhomarys Pinzon","9/1/2026 4:23 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 4:32 PM","1"
"C410","Validate Achievements field containing only special characters.","","Yhomarys Pinzon","9/1/2026 4:33 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 4:35 PM","1"
"C411","Validate case-insensitivity in Achievements field.","","Yhomarys Pinzon","9/1/2026 4:55 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 4:57 PM","1"
"C412","Validate leading and trailing spaces in Achievements field.","","Yhomarys Pinzon","9/1/2026 4:58 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 4:59 PM","1"
"C413","Validate Achievements field with a length less than the minimum.","","Yhomarys Pinzon","9/1/2026 5:00 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 2:21 PM","1"
"C414","Validate the minimum character limit for the Achievements field.","","Yhomarys Pinzon","9/1/2026 5:05 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:13 PM","1"
"C415","Validate the maximum character limit for the Achievements field.","","Yhomarys Pinzon","9/1/2026 5:10 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:12 PM","1"
"C416","Validate Achievements field length above maximum.","","Yhomarys Pinzon","9/1/2026 5:13 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:18 PM","1"
"C417","Validate the visibility of the manual Save button.","","Yhomarys Pinzon","9/1/2026 5:20 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:21 PM","1"
"C418","Validate the hover effect of the manual Save button.","","Yhomarys Pinzon","9/1/2026 5:21 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:22 PM","1"
"C419","Validate the save action of the Save button.","","Yhomarys Pinzon","9/1/2026 5:24 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:28 PM","1"
"C420","Validate the visibility of the manual Cancel button.","","Yhomarys Pinzon","9/1/2026 5:28 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:29 PM","1"
"C421","Validate the hover effect of the manual Cancel button.","","Yhomarys Pinzon","9/1/2026 5:29 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:30 PM","1"
"C422","Validate the cancellation action of the manual Cancel button.","","Yhomarys Pinzon","9/1/2026 5:30 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:32 PM","1"
"C423","Validate the visibility of the Achievements/Key results field.","","Yhomarys Pinzon","9/1/2026 5:37 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:30 PM","1"
"C424","Verify Example accordion button functionality.","","Yhomarys Pinzon","9/1/2026 5:41 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 5:58 PM","1"
"C425","Validate Achievements/Key results field with a valid format.","","Yhomarys Pinzon","9/1/2026 5:44 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:30 PM","1"
"C426","Validate invalid formats in Achievements/Key results field.","","Yhomarys Pinzon","9/1/2026 5:49 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:30 PM","1"
